HGNC_symbol	ENSTranscript
USP17L17	ENST00000511568
USP17L18	ENST00000504209
USP17L19	ENST00000515566
USP17L20	ENST00000506151
USP17L21	ENST00000506414
USP17L22	ENST00000511280
DNAJC6	ENST00000371069
USP17L30	ENST00000504104
USP17L7	ENST00000333796
USP17L3	ENST00000333796
USP17L8	ENST00000333796
USP17L1	ENST00000333796
USP17L4	ENST00000333796
USP17L15	ENST00000456464
CLCN4	ENST00000380833
CDH13	ENST00000566620
POM121	ENST00000395270
RD3L	ENST00000557640
KRTAP1-4	ENST00000377747
KIAA1024L	ENST00000564719
KRTAP29-1	ENST00000391353
RAB44	ENST00000229824
AMPD2	ENST00000528667
EME2	ENST00000568449
CD63	ENST00000549117
BOD1L2	ENST00000585477
LMO7DN	ENST00000318245
CDK3	ENST00000448471
COPS4	ENST00000509093
IL4I1	ENST00000341114
SKOR1	ENST00000341418
SERINC4	ENST00000319327
OR2V1	ENST00000329365
OR2L5	ENST00000355281
OR2AP1	ENST00000321688
SELENBP1	ENST00000447402
PGBD5	ENST00000391860
ARHGAP45	ENST00000539243
ACOD1	ENST00000377462
CDK8	ENST00000381527
CDK9	ENST00000373264
BCAR3	ENST00000370244
AARSD1	ENST00000427569
CDK15	ENST00000450471
PDPK1	ENST00000441549
AP3D1	ENST00000355272
BRE	ENST00000379624
CDKN2C	ENST00000396148
CDS1	ENST00000295887
CDSN	ENST00000376288
CDX2	ENST00000381020
RTN3	ENST00000377819
ZNF211	ENST00000299871
FAM153B	ENST00000515817
CHAD	ENST00000508540
SLC7A8	ENST00000529705
GOLGA6L4	ENST00000510439
TJP3	ENST00000541714
IL3RA	ENST00000331035
ZNF728	ENST00000594710
NOXO1	ENST00000354249
CCDC61	ENST00000595358
RCBTB2	ENST00000344532
RCC1	ENST00000373832
CHD1	ENST00000284049
PKIB	ENST00000392491
JAM2	ENST00000480456
SOCS2	ENST00000549206
MCM3	ENST00000419835
RPL13A	ENST00000391857
ASCL5	ENST00000449188
ARHGAP12	ENST00000396144
NRM	ENST00000376421
SLC25A10	ENST00000331531
NOSIP	ENST00000596358
PSD	ENST00000406432
HYDIN	ENST00000393567
LTBR	ENST00000539925
CHD2	ENST00000394196
NFIX	ENST00000588228
ADGRE2	ENST00000392965
NEB	ENST00000427231
SQRDL	ENST00000568606
ZNF266	ENST00000588933
SEL1L2	ENST00000378072
BASP1	ENST00000322611
GOLGA6L22	ENST00000316397
LOC441155	ENST00000545588
ANKRD61	ENST00000409061
IZUMO3	ENST00000604921
MAGEB5	ENST00000602297
PFKFB1	ENST00000375006
C9orf92	ENST00000380683
IKZF5	ENST00000368886
GRASP	ENST00000552049
CUEDC1	ENST00000577830
C11orf44	ENST00000317019
EPC1	ENST00000319778
MOK	ENST00000524214
VWA2	ENST00000392982
C16orf91	ENST00000442039
USP10	ENST00000570191
CHD4	ENST00000357008
CHEK1	ENST00000534070
CHGA	ENST00000216492
CHI3L1	ENST00000255409
IFNL4	ENST00000606380
NOL3	ENST00000432069
PPP1R3E	ENST00000452015
C1orf141	ENST00000544837
DRGX	ENST00000374139
NR5A2	ENST00000544748
MT1HL1	ENST00000464121
ANKDD1B	ENST00000601380
PAK6	ENST00000542403
CHKA	ENST00000265689
ZNF541	ENST00000391901
POTEJ	ENST00000409602
DNAH11	ENST00000409508
EFS	ENST00000351354
OTOG	ENST00000399391
IGSF9B	ENST00000533871
ZNF891	ENST00000537226
POTEB2	ENST00000454856
MAGEB17	ENST00000400004
GOLGA8O	ENST00000509311
NPIPA3	ENST00000552140
NPIPA2	ENST00000553201
NPIPA5	ENST00000360151
KRTAP9-6	ENST00000391355
KRTAP9-7	ENST00000391354
ANKRD62	ENST00000314074
C5orf66	ENST00000432382
C19orf67	ENST00000548523
RFPL4AL1	ENST00000341750
ZNF730	ENST00000597761
POTEI	ENST00000451531
TCP11X2	ENST00000453326
CIB1	ENST00000328649
CHUK	ENST00000370397
GRM1	ENST00000282753
ZKSCAN8	ENST00000457389
NUP153	ENST00000537253
NBPF20	ENST00000369202
TADA3	ENST00000440161
COL6A5	ENST00000265379
KCNIP1	ENST00000328939
CEACAM18	ENST00000396477
LILRB4	ENST00000270452
CHRDL2	ENST00000376332
NUTM2B	ENST00000429828
C1orf195	ENST00000376005
CTAGE8	ENST00000487179
GTSCR1	ENST00000582578
C10orf126	ENST00000375520
ARHGEF40	ENST00000298694
NEURL2	ENST00000372518
NR6A1	ENST00000487099
MAPK8	ENST00000374179
ARPC3	ENST00000228825
MCM7	ENST00000303887
NUP54	ENST00000264883
CRNKL1	ENST00000377327
ANTXRL	ENST00000447511
NRN1	ENST00000244766
ZNF705E	ENST00000359286
FBXL4	ENST00000229971
SV2A	ENST00000369146
SV2A	ENST00000581609
CYP39A1	ENST00000275016
TSPAN6	ENST00000373020
ZNRD1	ENST00000376782
ELN	ENST00000358929
CIDEA	ENST00000320477
REXO4	ENST00000371935
LYPLA1	ENST00000316963
CIRBP	ENST00000320936
DPF3	ENST00000556509
CPNE6	ENST00000397016
TBCB	ENST00000221855
EDF1	ENST00000371649
KIF23	ENST00000260363
DCTN3	ENST00000378916
ADRM1	ENST00000253003
UPK1A	ENST00000379013
PKIG	ENST00000372889
MBD3	ENST00000434436
TRMT6	ENST00000203001
MEI4	ENST00000602452
VPS29	ENST00000546588
P2RX2	ENST00000449132
VPS36	ENST00000378060
NDRG2	ENST00000403829
CECR1	ENST00000262607
CDKL1	ENST00000216378
DYRK4	ENST00000540757
SLC35G4	ENST00000382435
FAM231A	ENST00000434336
SLC26A7	ENST00000276609
MIXL1	ENST00000542034
KRT23	ENST00000436344
TMEM262	ENST00000530719
LRRC63	ENST00000595396
WFDC1	ENST00000219454
GOLGA8M	ENST00000563027
PRORY	ENST00000382764
GOLGA8J	ENST00000567927
TMEM210	ENST00000413619
PRR23D2	ENST00000528972
PRR23D1	ENST00000533250
GOLGA8R	ENST00000327271
GOLGA8H	ENST00000566740
C6orf229	ENST00000565469
GOLGA8K	ENST00000512626
GOLGA8N	ENST00000448387
NPIPA7	ENST00000530217
NPIPA8	ENST00000525596
NPIPB6	ENST00000532254
KCNK9	ENST00000520439
C21orf140	ENST00000410005
CCDC182	ENST00000299415
BTBD3	ENST00000405977
BTBD3	ENST00000378226
DFFB	ENST00000378206
GAPVD1	ENST00000394104
GON4L	ENST00000368331
CCT8	ENST00000542732
ZNF341	ENST00000375200
DHRS4	ENST00000558263
AP1S1	ENST00000337619
USP25	ENST00000400183
AP3S1	ENST00000316788
MAP3K9	ENST00000554752
HECTD2	ENST00000446394
PITPNB	ENST00000320996
PLCB2	ENST00000557821
CLCA1	ENST00000394711
RCAN1	ENST00000399272
CLCN6	ENST00000346436
C11orf98	ENST00000524958
TMEM9B	ENST00000309134
GPR6	ENST00000414000
SLC17A4	ENST00000377905
SLC17A2	ENST00000377850
MARK1	ENST00000366917
ODF3	ENST00000525282
SLC36A4	ENST00000529184
GAS8	ENST00000268699
GTPBP2	ENST00000307114
GOT2	ENST00000434819
ADAT2	ENST00000606514
MRS2	ENST00000443868
DACT2	ENST00000366795
GPRC6A	ENST00000530250
NOP9	ENST00000396802
TMEM179	ENST00000556573
SUMO3	ENST00000411651
FAM65B	ENST00000538035
USP7	ENST00000381886
RGS11	ENST00000359740
HSPH1	ENST00000380405
RSPH1	ENST00000398352
SLC35B2	ENST00000393812
PARP11	ENST00000447133
CAPS2	ENST00000409799
NUMA1	ENST00000358965
TRIM40	ENST00000396581
RGS20	ENST00000344277
ANKRD10	ENST00000310847
CENPE	ENST00000380026
CNOT6L	ENST00000504123
LOC100996693	ENST00000412982
RNASEH1	ENST00000315212
GRID2	ENST00000510992
SLC35D2	ENST00000375259
CLCN7	ENST00000382745
SH3GLB2	ENST00000372554
AMD1	ENST00000368876
NPIPB9	ENST00000357796
ZNF852	ENST00000436261
DCDC2C	ENST00000423741
TET3	ENST00000409262
CDC25C	ENST00000323760
SETSIP	ENST00000372692
TRAF3IP3	ENST00000367023
CLIC1	ENST00000375784
OLFM3	ENST00000370103
CLIC2	ENST00000369449
CLNS1A	ENST00000525428
CLPTM1	ENST00000337392
CCR1	ENST00000296140
ACKR2	ENST00000422265
CNGB1	ENST00000251102
CNGA3	ENST00000393504
CNN1	ENST00000252456
KLF6	ENST00000497571
CORT	ENST00000377049
TRNT1	ENST00000280591
COX10	ENST00000261643
CPD	ENST00000225719
CLDN4	ENST00000340958
CLDN3	ENST00000395145
CLDN7	ENST00000360325
CPN1	ENST00000370418
CREBL2	ENST00000228865
CRIP1	ENST00000392531
CRIP2	ENST00000329146
CRMP1	ENST00000397890
MAPK14	ENST00000229795
CSE1L	ENST00000262982
CSH1	ENST00000316193
CSNK1G2	ENST00000255641
CSNK2B	ENST00000375882
CSRP2	ENST00000311083
CST2	ENST00000304725
CST6	ENST00000312134
CSTF2	ENST00000372972
CSTF3	ENST00000323959
CTAG1B	ENST00000328435
CTBP1	ENST00000290921
CTF1	ENST00000279804
CTNND1	ENST00000361391
CTNND2	ENST00000304623
CTSV	ENST00000259470
CTSO	ENST00000433477
CTSW	ENST00000307886
CTSZ	ENST00000217131
CX3CR1	ENST00000399220
CYLC2	ENST00000374798
DAB2	ENST00000320816
DAD1	ENST00000250498
DGKA	ENST00000331886
DGKQ	ENST00000273814
DAPK3	ENST00000301264
DARS	ENST00000264161
DAZL	ENST00000399444
DBP	ENST00000222122
AKR1C1	ENST00000380872
AKR1C2	ENST00000407674
DDT	ENST00000350608
DHX9	ENST00000367549
DHX15	ENST00000336812
DECR1	ENST00000220764
DHCR7	ENST00000355527
DHODH	ENST00000219240
DIO3	ENST00000359323
DKC1	ENST00000369550
DLG4	ENST00000399510
DNAH5	ENST00000265104
DNAH6	ENST00000389394
DNAH9	ENST00000262442
DNASE1L2	ENST00000320700
DNASE2	ENST00000222219
DYNC1H1	ENST00000360184
DYNC1I2	ENST00000397119
DOCK1	ENST00000280333
DOK1	ENST00000233668
DPAGT1	ENST00000354202
DPH1	ENST00000263083
DPH2	ENST00000255108
DPYS	ENST00000351513
DPYSL2	ENST00000311151
DRG2	ENST00000225729
DSCAM	ENST00000400454
DTNA	ENST00000444659
ECM2	ENST00000344604
DUSP4	ENST00000240100
DUSP9	ENST00000370167
DYRK1A	ENST00000398960
ECE1	ENST00000374893
ECH1	ENST00000221418
EDA	ENST00000374552
S1PR1	ENST00000305352
LPAR1	ENST00000358883
EEF1A1	ENST00000316292
EEF1G	ENST00000329251
EFNA2	ENST00000215368
EFNB3	ENST00000226091
CELSR3	ENST00000164024
CELSR2	ENST00000271332
MEGF6	ENST00000356575
MEGF8	ENST00000334370
EIF1AX	ENST00000379607
EIF2B1	ENST00000424014
EIF2S3	ENST00000253039
EIF4A1	ENST00000293831
EIF4B	ENST00000262056
EIF4G2	ENST00000339995
ELAVL1	ENST00000407627
ELAVL3	ENST00000359227
ELF4	ENST00000308167
EMP1	ENST00000256951
EMP2	ENST00000359543
EMP3	ENST00000270221
EN1	ENST00000295206
EN2	ENST00000297375
ENO1	ENST00000234590
EP300	ENST00000263253
EPAS1	ENST00000263734
EREG	ENST00000244869
ERN1	ENST00000433197
FBL	ENST00000221801
ESR2	ENST00000341099
ESRRG	ENST00000408911
EXTL2	ENST00000370113
EXTL3	ENST00000220562
FAAH	ENST00000243167
FABP4	ENST00000256104
FABP1	ENST00000295834
FABP5	ENST00000297258
FABP7	ENST00000368444
FAT2	ENST00000261800
GPC4	ENST00000370828
FHL1	ENST00000370690
FOXF1	ENST00000262426
FOXF2	ENST00000259806
FOXC1	ENST00000380874
FOXJ1	ENST00000322957
FOXO3	ENST00000406360
FLNA	ENST00000422373
FLNB	ENST00000295956
FLNC	ENST00000325888
FMO2	ENST00000441535
FMO5	ENST00000254090
FRZB	ENST00000295113
ADAM2	ENST00000265708
FYB	ENST00000505428
FZD2	ENST00000315323
XRCC6	ENST00000360079
GABBR1	ENST00000377034
GAGE2C	ENST00000381708
GAGE4	ENST00000440137
GAGE4	ENST00000601798
GAGE4	ENST00000445148
GAGE4	ENST00000601535
GAGE5	ENST00000415752
GAGE6	ENST00000440137
GAGE6	ENST00000445148
GAGE6	ENST00000601535
GAGE6	ENST00000601798
B4GALNT1	ENST00000341156
GALR1	ENST00000299727
GATM	ENST00000396659
GBAS	ENST00000322090
GBX2	ENST00000306318
GCKR	ENST00000264717
BLOC1S1	ENST00000257899
TADA2A	ENST00000225396
GCNT2	ENST00000316170
GDF1	ENST00000427170
GDI1	ENST00000447750
GDI2	ENST00000380191
GFRA2	ENST00000524240
GFRA3	ENST00000274721
B4GALT1	ENST00000379731
GCLC	ENST00000229416
GMDS	ENST00000380815
GNRH2	ENST00000245983
GPLD1	ENST00000230036
CXCR3	ENST00000373693
GPR32	ENST00000270590
MLNR	ENST00000218721
GPR39	ENST00000329321
GPX5	ENST00000412168
CXCL1	ENST00000395761
GSTA4	ENST00000370963
GTF2B	ENST00000370500
GTF2H2	ENST00000274400
GTF2H3	ENST00000543341
GTF2H4	ENST00000259895
BRF1	ENST00000546474
GTF3C1	ENST00000356183
GUCY2F	ENST00000218006
HAS1	ENST00000222115
HCRT	ENST00000293330
HCRTR1	ENST00000403528
HCRTR2	ENST00000370862
HDAC2	ENST00000398283
HGFAC	ENST00000382774
HIF1A	ENST00000337138
SLC29A2	ENST00000357440
PRMT2	ENST00000397638
PRMT1	ENST00000454376
HSBP1	ENST00000433866
HSF4	ENST00000421453
DNAJA1	ENST00000330899
HSPB1	ENST00000248553
IGSF3	ENST00000369483
NDST1	ENST00000261797
ICAM4	ENST00000380770
MRPL58	ENST00000301585
ID4	ENST00000378700
IFIT2	ENST00000371826
IFIT1	ENST00000371804
IFIT3	ENST00000371818
IFRD1	ENST00000403825
IGBP1	ENST00000356413
IGFBP4	ENST00000269593
IGFBP7	ENST00000295666
CYR61	ENST00000451137
CXCR2	ENST00000318507
IL10RA	ENST00000227752
IL12RB2	ENST00000262345
IL13RA1	ENST00000371666
TNFRSF9	ENST00000377507
IL18	ENST00000280357
IMPG1	ENST00000369950
ING2	ENST00000302327
CXCL10	ENST00000306602
INPPL1	ENST00000298229
EIF3E	ENST00000220849
IRAK1	ENST00000369980
IRAK2	ENST00000256458
IRF3	ENST00000377139
MPPED2	ENST00000358117
TEX28	ENST00000361930
AARS	ENST00000261772
ACAA1	ENST00000333167
ACADL	ENST00000233710
ACADSB	ENST00000358776
ACP2	ENST00000256997
ACRV1	ENST00000315608
ACTA2	ENST00000224784
ACTG1	ENST00000331925
ACTG2	ENST00000345517
ACVR2A	ENST00000241416
ADD2	ENST00000264436
PARP1	ENST00000366794
GRK2	ENST00000308595
AHR	ENST00000242057
AHSG	ENST00000273784
AIM1	ENST00000369066
AK2	ENST00000354858
AKT2	ENST00000392038
ALCAM	ENST00000306107
AKR1B1	ENST00000285930
ALOX5AP	ENST00000380490
ALPI	ENST00000295463
ALPP	ENST00000392027
AMBP	ENST00000265132
AMPH	ENST00000356264
SLC25A6	ENST00000381401
AOAH	ENST00000258749
APOF	ENST00000398189
APCS	ENST00000255040
APEH	ENST00000296456
APEX1	ENST00000216714
APLP2	ENST00000263574
APOA2	ENST00000367990
APOBEC1	ENST00000229304
APOC1	ENST00000252491
APOC4	ENST00000592954
APOD	ENST00000343267
KLK3	ENST00000326003
SHROOM2	ENST00000380913
AQP4	ENST00000383168
AQP5	ENST00000293599
AQP6	ENST00000315520
TRIM23	ENST00000231524
AREG	ENST00000395748
ARF3	ENST00000256682
ARF4	ENST00000303436
ARL4D	ENST00000320033
ARF5	ENST00000000233
ARF6	ENST00000298316
RHOA	ENST00000418115
RHOG	ENST00000351018
ARHGAP4	ENST00000350060
ARL2	ENST00000246747
ARSD	ENST00000381154
ARVCF	ENST00000263207
ASGR1	ENST00000269299
ASIP	ENST00000374954
ATF3	ENST00000341491
ATF4	ENST00000337304
ATP12A	ENST00000218548
ATP1B1	ENST00000367815
ATP1B2	ENST00000250111
ATP1B3	ENST00000286371
FXYD2	ENST00000292079
ATP2A2	ENST00000308664
ATP2B1	ENST00000261173
ATP2B2	ENST00000383800
ATP5J	ENST00000400093
ATP5B	ENST00000262030
ATP5D	ENST00000215375
ATP5F1	ENST00000369722
ATP5G3	ENST00000284727
ATP6V1A	ENST00000273398
ATP6V1B1	ENST00000234396
ATP6V1B2	ENST00000276390
ATP6V0C	ENST00000330398
ATP6V1C1	ENST00000395862
ATP6V1E1	ENST00000253413
ATP5O	ENST00000290299
AUH	ENST00000375731
AZU1	ENST00000233997
BAAT	ENST00000259407
ADGRB1	ENST00000323289
ADGRB3	ENST00000370598
BCL6	ENST00000406870
BCL7B	ENST00000223368
OPN1SW	ENST00000249389
CFB	ENST00000425368
BGN	ENST00000331595
CEACAM1	ENST00000161559
BHMT	ENST00000274353
BICD1	ENST00000281474
BLK	ENST00000259089
CXCR5	ENST00000292174
BNC1	ENST00000345382
BMP6	ENST00000283147
BMP7	ENST00000395863
BMP8B	ENST00000372827
BMX	ENST00000342014
POLR3D	ENST00000306433
DST	ENST00000370765
BPI	ENST00000262865
BRS3	ENST00000370648
BTC	ENST00000395743
KLF5	ENST00000377687
BTG1	ENST00000256015
BTN1A1	ENST00000244513
C1R	ENST00000542220
C1R	ENST00000602480
C5	ENST00000223642
C5AR1	ENST00000355085
C9	ENST00000263408
CA1	ENST00000256119
CA5A	ENST00000309893
CALB2	ENST00000302628
CALCA	ENST00000331587
CALCR	ENST00000426151
CALM2	ENST00000272298
CAMK4	ENST00000282356
CAMLG	ENST00000297156
CAPG	ENST00000263867
CAPN2	ENST00000295006
CARS	ENST00000278224
CAT	ENST00000241052
CAV1	ENST00000341049
RUNX1	ENST00000437180
SERPINA6	ENST00000341584
CBR1	ENST00000290349
CCND2	ENST00000261254
CCND3	ENST00000372991
CCNF	ENST00000397066
CCT6A	ENST00000275603
CD1A	ENST00000289429
CD1B	ENST00000368168
CD1C	ENST00000368170
CD1D	ENST00000368171
CD2	ENST00000369478
CD8A	ENST00000283635
CD9	ENST00000009180
CD19	ENST00000538922
CD22	ENST00000085219
CD33	ENST00000262262
CD34	ENST00000356522
CD38	ENST00000226279
ENTPD1	ENST00000371203
CD47	ENST00000361309
CD48	ENST00000368046
CD58	ENST00000369489
CD69	ENST00000228434
CD72	ENST00000259633
CD79A	ENST00000221972
CDA	ENST00000375071
CDK1	ENST00000395284
SEPT7	ENST00000350320
CDC25A	ENST00000302506
CDC42	ENST00000400259
CDH2	ENST00000269141
CDH3	ENST00000264012
CDH4	ENST00000360469
CDH5	ENST00000341529
CDH8	ENST00000577390
CDH11	ENST00000268603
CDK7	ENST00000256443
CDO1	ENST00000250535
CDR2	ENST00000268383
CD52	ENST00000374213
CDX1	ENST00000231656
CEBPE	ENST00000206513
CEBPG	ENST00000284000
CEL	ENST00000372080
CENPA	ENST00000335756
CENPB	ENST00000379751
CENPC	ENST00000273853
CTSC	ENST00000227266
CEACAM3	ENST00000357396
CEACAM8	ENST00000244336
CEACAM4	ENST00000221954
AKR1C4	ENST00000263126
CHGB	ENST00000378961
CHML	ENST00000366553
CHN1	ENST00000409900
CKB	ENST00000348956
CKM	ENST00000221476
CKMT2	ENST00000424301
CKS1B	ENST00000308987
CKS2	ENST00000314355
CLC	ENST00000221804
CLU	ENST00000560366
CLPS	ENST00000259938
CLTB	ENST00000345807
CMA1	ENST00000250378
CCR3	ENST00000541018
CCR7	ENST00000246657
CNN3	ENST00000370206
CNR2	ENST00000374472
CNTN1	ENST00000551295
COL2A1	ENST00000380518
COL4A1	ENST00000375820
COL4A2	ENST00000360467
COL4A6	ENST00000372216
COL6A1	ENST00000361866
COL6A2	ENST00000300527
COL8A1	ENST00000261037
COL9A1	ENST00000357250
COL9A2	ENST00000372748
COL9A3	ENST00000343916
COL11A1	ENST00000370096
COL15A1	ENST00000375001
COL16A1	ENST00000373672
COL19A1	ENST00000322773
SLC31A1	ENST00000374212
SLC31A2	ENST00000259392
COX4I1	ENST00000253452
COX5B	ENST00000258424
COX6B1	ENST00000246554
COX7A1	ENST00000292907
COX7A2	ENST00000230459
COX7B	ENST00000481445
COX7C	ENST00000515763
CPA1	ENST00000011292
CPA2	ENST00000222481
CPA3	ENST00000296046
CPB1	ENST00000282957
CPB2	ENST00000181383
CPE	ENST00000402744
CPS1	ENST00000233072
CPT1A	ENST00000265641
CRABP2	ENST00000368222
ATF2	ENST00000264110
CREM	ENST00000374726
CRHBP	ENST00000274368
HAPLN1	ENST00000274341
CRYAB	ENST00000533475
CRYBA4	ENST00000354760
CRYBB1	ENST00000215939
CRYM	ENST00000219599
CSN2	ENST00000353151
CSNK1A1	ENST00000377843
CSNK1D	ENST00000314028
CSNK1E	ENST00000359867
CSNK2A1	ENST00000349736
CSNK2A2	ENST00000262506
CSPG4	ENST00000308508
CST1	ENST00000304749
CST4	ENST00000217423
CST5	ENST00000304710
CTGF	ENST00000367976
CTH	ENST00000370938
CTNNA1	ENST00000302763
CTNNB1	ENST00000349496
CTPS1	ENST00000372621
CTRB1	ENST00000361017
CTRL	ENST00000574481
CTSB	ENST00000353047
CTSD	ENST00000236671
CTSE	ENST00000358184
CTSG	ENST00000216336
CTSL	ENST00000340342
CUX1	ENST00000292538
CYB5A	ENST00000494131
CYB561	ENST00000360793
CYC1	ENST00000318911
DAO	ENST00000228476
DBT	ENST00000370132
ECI1	ENST00000301729
DCN	ENST00000052754
DCTD	ENST00000438320
DDB1	ENST00000301764
GADD45A	ENST00000370986
DEFA4	ENST00000297435
DEFA6	ENST00000297436
DES	ENST00000373960
CFD	ENST00000327726
DHPS	ENST00000210060
DLAT	ENST00000280346
MPP3	ENST00000398389
DLST	ENST00000334220
DLX4	ENST00000411890
DPP4	ENST00000360534
DPP6	ENST00000404039
DPT	ENST00000367817
DR1	ENST00000370272
DRP2	ENST00000395209
DSG1	ENST00000257192
DSG2	ENST00000261590
DSG3	ENST00000257189
HBEGF	ENST00000230990
DUSP7	ENST00000296483
E2F4	ENST00000379378
E2F5	ENST00000416274
TYMP	ENST00000252029
EDN1	ENST00000379375
EDN2	ENST00000372587
EDNRA	ENST00000324300
EEF1A2	ENST00000217182
EEF1B2	ENST00000392222
EEF2	ENST00000309311
EFNA5	ENST00000333274
EGF	ENST00000265171
EGR1	ENST00000239938
EGR4	ENST00000545030
EIF4A2	ENST00000440191
EIF5	ENST00000216554
EIF5A	ENST00000336458
CELA1	ENST00000293636
ELANE	ENST00000263621
ENO2	ENST00000229277
ENPEP	ENST00000265162
DMTN	ENST00000523266
EPHX2	ENST00000521400
EPS15	ENST00000371733
ERBB3	ENST00000267101
ESD	ENST00000378720
ETFB	ENST00000309244
ETV4	ENST00000591713
ETV6	ENST00000396373
EVPL	ENST00000301607
EVX1	ENST00000222761
EYA3	ENST00000436342
EZH1	ENST00000415827
F2R	ENST00000319211
F3	ENST00000334047
F13B	ENST00000367412
ACSL1	ENST00000281455
FAU	ENST00000529639
FBN2	ENST00000262464
FCAR	ENST00000355524
FCER1A	ENST00000368115
FCER2	ENST00000346664
FCN1	ENST00000371806
FDPS	ENST00000368356
FES	ENST00000328850
FGF2	ENST00000264498
FGF4	ENST00000168712
FGF7	ENST00000267843
FGF9	ENST00000382353
FGFR4	ENST00000292408
FHIT	ENST00000492590
FKBP3	ENST00000396062
FKBP4	ENST00000001008
FOXO1	ENST00000379561
FLG	ENST00000368799
FLI1	ENST00000527786
FLII	ENST00000327031
FLT1	ENST00000282397
FLT4	ENST00000393347
FMO1	ENST00000367750
FMO4	ENST00000367749
FMOD	ENST00000354955
FMR1	ENST00000370475
AFF2	ENST00000370460
FNTA	ENST00000302279
FNTB	ENST00000246166
FPR1	ENST00000304748
FPR3	ENST00000339223
FRK	ENST00000606080
FTH1	ENST00000273550
FUT4	ENST00000358752
FUT5	ENST00000588525
KDSR	ENST00000406396
FYN	ENST00000354650
GAB1	ENST00000262994
GABPA	ENST00000400075
GABRR2	ENST00000402938
GAPDH	ENST00000229239
GARS	ENST00000389266
GAS1	ENST00000298743
GATA1	ENST00000376670
GATA4	ENST00000335135
GBP1	ENST00000370473
GCG	ENST00000418842
GFAP	ENST00000253408
GFPT1	ENST00000361060
GH2	ENST00000332800
GJA4	ENST00000342280
GCLM	ENST00000370238
GLP1R	ENST00000373256
GLRX	ENST00000379979
GLUL	ENST00000311223
GML	ENST00000220940
GNA11	ENST00000078429
GNA15	ENST00000262958
GNAI1	ENST00000351004
GNAI2	ENST00000313601
GNAQ	ENST00000286548
GNAZ	ENST00000248996
GNB1	ENST00000378609
GNB3	ENST00000229264
GNS	ENST00000258145
GOLGA1	ENST00000373555
GOLGA4	ENST00000361924
GOT1	ENST00000370508
GPC1	ENST00000264039
GRK6	ENST00000355472
GPX2	ENST00000389614
GPX3	ENST00000388825
GRB2	ENST00000316804
GRN	ENST00000053867
GRIK5	ENST00000262895
CXCL2	ENST00000508487
CXCL3	ENST00000296026
GRP	ENST00000256857
GRSF1	ENST00000254799
GSK3B	ENST00000264235
GSPT1	ENST00000434724
GTF2E2	ENST00000355904
GTF2F1	ENST00000394456
GTF3A	ENST00000381140
GUCA1B	ENST00000230361
GYPA	ENST00000360771
GYPB	ENST00000502664
GYPC	ENST00000259254
GYPE	ENST00000437468
GYS1	ENST00000323798
GZMK	ENST00000231009
H2AFX	ENST00000530167
H2AFZ	ENST00000296417
H3F3A	ENST00000366815
HAL	ENST00000261208
HARS	ENST00000504156
HCK	ENST00000520553
HTT	ENST00000355072
HDC	ENST00000267845
CFHR1	ENST00000320493
HIVEP1	ENST00000379388
HK3	ENST00000292432
HLA-A	ENST00000376809
HLA-C	ENST00000376228
HLA-DMB	ENST00000418107
HLA-DOA	ENST00000229829
HLA-DOB	ENST00000438763
HLA-DPB1	ENST00000418931
HLA-DQA1	ENST00000343139
HLA-DQB1	ENST00000434651
HLA-DRB1	ENST00000360004
HLA-DRB5	ENST00000374975
HLF	ENST00000226067
HLA-G	ENST00000428701
HMGB1	ENST00000341423
HMOX1	ENST00000216117
HNRNPA2B1	ENST00000356674
RBMX	ENST00000320676
HOXA4	ENST00000360046
HPCA	ENST00000373467
HOXB1	ENST00000239174
HOXB2	ENST00000330070
HOXB3	ENST00000311626
HOXB5	ENST00000239151
HOXD10	ENST00000249501
HPCAL1	ENST00000307845
HPD	ENST00000289004
HPN	ENST00000392226
HRC	ENST00000252825
HSD17B2	ENST00000199936
HSPA4	ENST00000304858
HSPA6	ENST00000309758
HSPD1	ENST00000388968
HSPE1	ENST00000233893
FOXN2	ENST00000340553
HTN1	ENST00000246896
TNC	ENST00000350763
IARS	ENST00000443024
ICAM3	ENST00000160262
IRF8	ENST00000268638
IDO1	ENST00000518237
ID1	ENST00000376112
ID2	ENST00000396290
ID3	ENST00000374561
IDH2	ENST00000330062
IFNA5	ENST00000259555
IFNA8	ENST00000380205
IFNA10	ENST00000357374
IFNA14	ENST00000380222
IFNA16	ENST00000380216
IFNA21	ENST00000380225
IFNB1	ENST00000380232
IFNW1	ENST00000380229
IGFBP6	ENST00000301464
IGHMBP2	ENST00000255078
IHH	ENST00000295731
IL6ST	ENST00000381298
IL7R	ENST00000303115
IL9R	ENST00000244174
IL12B	ENST00000231228
IL13	ENST00000304506
IL17A	ENST00000340057
INHA	ENST00000243786
INHBA	ENST00000242208
INHBB	ENST00000295228
INSL4	ENST00000239316
INSM1	ENST00000310227
ACO1	ENST00000309951
IRF1	ENST00000245414
IRF2	ENST00000393593
ISG20	ENST00000306072
ISL1	ENST00000230658
ITGA2	ENST00000296585
ITGA3	ENST00000320031
ITGA5	ENST00000293379
ITGA7	ENST00000257879
ITGA9	ENST00000264741
ITGAE	ENST00000263087
ITGAV	ENST00000261023
ITGB1	ENST00000302278
EIF6	ENST00000374450
ITGB5	ENST00000296181
ITGB8	ENST00000222573
ITIH1	ENST00000273283
